N°_département_(BAN),Date_réception_DPE,Date_établissement_DPE,Date_visite_diagnostiqueur,Etiquette_GES,Etiquette_DPE,Année_construction,Surface_habitable_logement,Adresse_(BAN),Code_postal_(BAN)
72,2021-08-02,2021-08-02,2021-07-30,A,B,2006,125.5,12 Rue de l’Egusson 72550 Coulans-sur-Gée,72550
72,2021-08-25,2021-08-25,2021-08-25,A,B,2020,124.6,6 rue Juan les Pins 72190 Coulaines,72190
72,2021-08-08,2021-08-08,2021-08-07,A,B,2006,140,4 Lieu Dit les Chataigniers 72160 Tuffé Val de la Chéronne,72160
72,2023-01-12,2023-01-12,2023-01-11,A,B,2016,131.9,Allée du Cormier 72550 Fay,72550
72,2022-08-02,2022-08-01,2022-08-01,A,B,1971,162.7,21 rue de Maquère 72650 Aigné,72650
72,2023-07-31,2023-07-26,2023-07-12,A,B,1949,81.1,Chemin du Cormier 72540 Loué,72540
72,2023-06-28,2023-06-28,2023-06-29,A,B,2017,100.8,26 Rue des Chenes 72380 La Guierche,72380
72,2021-08-06,2021-08-06,2021-08-05,A,B,2001,190,694 Chemin du Clos du Puits 72530 Yvré-l'Évêque,72530
72,2021-12-08,2021-12-07,2021-12-07,A,B,1949,138.7,19 Chemin de la Grande Ligne 72000 Le Mans,72000
72,2022-09-21,2022-09-21,2022-09-21,A,B,1980,241,lieu-dit Le Rosay 72700 Pruillé-le-Chétif,72700
72,2021-08-25,2021-08-25,2021-08-25,A,B,1971,70.8,9 Rue du Saulay 72380 Sainte-Jamme-sur-Sarthe,72380
72,2022-08-23,2022-08-23,2022-08-11,A,B,2021,100.5,57 Avenue des Déportés 72340 La Chartre-sur-le-Loir,72340
72,2023-03-13,2023-03-13,2023-03-13,A,B,,168.4,24 Rue Gambetta 72270 Malicorne-sur-Sarthe,72270
72,2022-05-16,2022-05-16,2022-05-16,A,B,,185,Le Petit Biard 72120 Saint-Calais,72120
72,2023-08-25,2023-08-25,2023-08-25,A,B,1999,181.2,6 chemin des Bordages 72230 Arnage,72230
72,2022-11-14,2022-11-14,2022-10-27,A,B,,82.7,7 Place des Acacias 72340 Lhomme,72340
72,2023-07-27,2023-07-24,2023-07-24,A,B,1900,155.6,148 Route de Fromenteau 72220 Saint-Gervais-en-Belin,72220
72,2022-03-14,2022-03-14,2022-03-14,A,B,2015,113,6 Lotissement la Claie 72550 La Quinte,72550
72,2022-11-14,2022-11-14,2022-10-27,A,B,,82.7,2 Place des Acacias 72340 Lhomme,72340
72,2022-09-12,2022-09-12,2022-09-12,A,B,2017,70.1,23 Res de la Plaine des Forges 72330 Parigné-le-Pôlin,72330
72,2021-08-13,2021-08-13,2021-08-12,A,B,1983,232.3,5 Lieu Dit les Suhardieres 72220 Marigné-Laillé,72220
72,2021-11-22,2021-11-22,2021-11-22,A,B,1949,109.9,26 Place Charles de Gaulle 72110 Bonnétable,72110
72,2023-05-24,2023-05-24,2023-05-10,A,B,,60.5,18bis Rue de la Beufferie 72200 La Flèche,72200
72,2021-12-17,2021-12-17,2021-12-17,A,B,1900,204.7,16 Rue des Maraîchers 72200 La Flèche,72200
72,2022-12-05,2022-12-05,2022-12-05,A,B,2013,202,245 Allée de la Route du Tertre 72560 Changé,72560
72,2023-08-21,2023-08-21,2023-08-21,A,B,2013,132.1,10 Rue des Loges 72300 Précigné,72300
72,2021-07-11,2021-07-11,2021-07-09,A,B,2013,154.8,19bis Chemin du Feu 72460 Savigné-l'Évêque,72460
72,2021-11-04,2021-11-04,2021-11-02,A,B,1948,73,3 Résidence des Quatre Vents 72160 La Chapelle-Saint-Rémy,72160
72,2021-07-29,2021-07-29,2021-07-28,A,B,2013,41.6,23 Rue de la Paumerie 72230 Mulsanne,72230
72,2022-05-20,2022-05-20,2022-05-12,A,B,,172.4,7 Rue Carnot 72430 Noyen-sur-Sarthe,72430
72,2022-01-26,2022-01-26,2022-01-26,A,B,2013,160.8,83 Rue Gay-Lussac 72100 Le Mans,72100
72,2022-05-02,2022-05-02,2022-05-02,A,B,1972,102.3,10 Rue de Limoges 72100 Le Mans,72100
72,2022-10-20,2022-10-20,2022-10-20,A,B,,17.3,2 rue Pasteur 72000 Le Mans,72000
72,2021-09-13,2021-09-13,2021-09-10,A,B,2013,100,18 Rue Cassiopée 72700 Saint-Georges-du-Bois,72700
72,2023-07-16,2023-07-13,2023-07-13,A,B,1976,191.2,658 Route du Mans 72150 Le Grand-Lucé,72150
72,2021-08-23,2021-08-23,2021-08-23,A,B,2006,187.6,26bis Route de Saint Biez 72220 Écommoy,72220
72,2022-02-18,2022-02-18,2022-02-17,A,B,1947,150.2,Le Moulin Meslier 72220 Marigné-Laillé,72220
72,2021-08-21,2021-08-21,2021-08-20,A,B,2013,95,Lieu Dit la Bourdigale 72220 Saint-Mars-d'Outillé,72220
72,2022-04-27,2022-04-27,2022-04-27,A,B,2008,160.2,Résidence des Lilas 72120 Montaillé,72120
72,2021-12-12,2021-12-08,2021-12-08,A,B,2008,112,12 Rue de la Chérence 72550 Coulans-sur-Gée,72550
72,2021-10-21,2021-10-21,2021-10-20,A,B,1947,176.8,19 Rue du Bonnet Rouge 72360 Mayet,72360
72,2021-07-12,2021-07-12,2021-07-19,A,B,2018,20.5,35 Rue d’Alger 72000 Le Mans,72000
72,2022-03-16,2022-03-16,2022-03-16,A,B,2006,272,22 Chemin Barque 72400 La Ferté-Bernard,72400
72,2022-12-08,2022-12-08,2022-12-08,A,B,,91,138 rue Hoche 72000 Le Mans,72000
72,2022-04-07,2022-04-07,2022-04-07,A,B,1980,78.4,La Brunetière 72310 Loir en Vallée,72310
72,2022-06-26,2022-06-26,2022-06-24,A,B,2005,112,59b Route de la Croix Georgette 72700 Allonnes,72700
72,2022-05-20,2022-05-20,2022-05-12,A,B,,172.4,7 Rue Carnot 72430 Noyen-sur-Sarthe,72430
72,2021-12-16,2021-12-16,2021-12-08,A,B,2006,125.4,4 Impasse Jules Ferry 72380 Montbizot,72380
72,2021-07-13,2021-07-13,2021-07-13,A,B,2013,22.8,36 Rue de Normandie 72000 Le Mans,72000
72,2021-07-07,2021-07-07,2021-07-06,A,B,,,30bis Avenue Paul Louis Jacques 72000 Le Mans,72000
72,2021-08-25,2021-08-25,2021-08-25,A,B,2020,124.3,6 rue Juan les Pins 72190 Coulaines,72190
72,2022-08-02,2022-08-01,2022-08-01,A,B,1971,162.7,21 rue de Maquère 72650 Aigné,72650
72,2022-07-26,2022-07-26,2021-10-06,A,B,,293.8,5 Route du Verger 72230 Moncé-en-Belin,72230
72,2022-11-14,2022-11-14,2022-10-27,A,B,,82.7,12 Place des Acacias 72340 Lhomme,72340
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,50.1,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2022-05-20,2022-05-20,2022-05-12,A,B,,172.4,7 Rue Carnot 72430 Noyen-sur-Sarthe,72430
72,2021-07-20,2021-07-20,2021-07-19,A,B,2018,21.5,35 Rue d’Alger 72000 Le Mans,72000
72,2022-03-25,2022-03-25,2022-03-25,A,B,1997,76.3,51 Rue de Bel Air 72220 Teloché,72220
72,2022-09-15,2022-09-15,2022-09-15,A,B,2014,91.8,4 Rue du Pré Sainfoin 72380 Saint-Jean-d'Assé,72380
72,2023-09-01,2023-09-01,2023-09-01,A,B,2013,90,19b Route de la Suze 72210 Roëzé-sur-Sarthe,72210
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,50.2,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2022-10-10,2022-10-10,2022-10-10,A,B,2022,103.1,2 cour de l'étoile 72700 Rouillon,72700
72,2022-06-07,2022-06-07,2022-06-07,A,B,,113.6,Lieu Dit la Plisse 72400 La Chapelle-du-Bois,72400
72,2022-04-07,2022-04-07,2022-04-07,A,B,1980,78.4,La Brunetière 72310 Loir en Vallée,72310
72,2021-07-26,2021-07-26,2021-07-26,A,B,1948,164,25 Route de Bois Martin 72560 Changé,72560
72,2021-07-08,2021-07-08,2021-07-08,A,B,2008,158.7,6 Rue Harel de la Noë 72650 Saint-Saturnin,72650
72,2022-05-20,2022-05-20,2022-05-12,A,B,,172.4,7 Rue Carnot 72430 Noyen-sur-Sarthe,72430
72,2022-08-04,2022-08-03,2022-08-03,A,B,1906,148.7,Lieu Dit la Chevalerie 72550 Degré,72550
72,2021-07-06,2021-07-06,2021-07-06,A,B,,,18bis Rue des Vignes 72380 Montbizot,72380
72,2022-02-16,2022-02-16,2022-02-15,A,B,1947,81.3,Avenue de Verron 72200 La Flèche,72200
72,2022-03-07,2022-03-07,2022-03-07,A,B,2002,181.2,9 Rue des Eaux Romaines 72000 Le Mans,72000
72,2021-07-20,2021-07-20,2021-07-07,A,B,2013,49,15bis Rue des Jonquilles 72300 La Chapelle-d'Aligné,72300
72,2022-04-07,2022-04-07,2022-04-07,A,B,1980,91.2,La Brunetière 72310 Loir en Vallée,72310
72,2022-01-20,2022-01-20,2022-01-20,A,B,1989,46.6,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2021-09-14,2021-09-14,2021-09-14,A,B,2009,303.7,6 Route de la Poussinière 72210 Fillé,72210
72,2022-10-18,2022-10-18,2022-10-18,A,B,2012,175,13 Hameau du Maine 72700 Allonnes,72700
72,2022-09-13,2022-09-13,2022-09-13,A,B,2016,99.7,68 Rue de Lisborde 72470 Saint-Mars-la-Brière,72470
72,2022-08-02,2022-08-01,2022-08-01,A,B,1971,162.7,21 rue de Maquère 72650 Aigné,72650
72,2022-04-20,2022-04-20,2022-04-20,A,B,1949,187.9,Lieu Dit la Cour 72110 Jauzé,72110
72,2022-09-26,2022-09-26,2022-09-26,A,B,,133.5,lieu dit la juiverie 72260 Courgains,72260
72,2022-12-01,2022-12-01,2022-11-30,A,B,1981,128.7,27 Rue du Stade 72110 Torcé-en-Vallée,72110
72,2022-04-07,2022-04-07,2022-04-07,A,B,1980,78.4,2 La Brunetière 72310 Loir en Vallée,72310
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,55.3,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2022-12-05,2022-12-05,2022-12-05,A,B,,266.2,521 Chemin des Noes 72450 Lombron,72450
72,2021-10-08,2021-10-08,2021-10-08,A,B,2018,177.3,353 Route des Vignes 72210 Fillé,72210
72,2022-04-08,2022-04-08,2022-04-07,A,B,1980,78.4,La Brunetière 72310 Loir en Vallée,72310
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,50.1,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2021-07-16,2021-07-16,2021-07-16,A,B,2013,150,12 Clos du Petit Buisson 72380 Sainte-Sabine-sur-Longève,72380
72,2023-03-06,2023-03-06,2023-03-06,A,B,2014,115,58 Rue de la Godefrairie 72300 Sablé-sur-Sarthe,72300
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,57.1,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2021-07-16,2021-07-16,2021-07-16,A,B,2013,150,12 Clos du Petit Buisson 72380 Sainte-Sabine-sur-Longève,72380
72,2022-07-26,2022-07-26,2022-07-26,A,B,2022,83.1,Lieu Dit L Arthenuere 72200 Crosmières,72200
72,2021-12-29,2021-12-29,2021-12-29,A,B,2013,128,841 Route de Sille le Philippe 72110 Saint-Célerin,72110
72,2023-01-21,2023-01-21,2023-01-14,A,B,,151,Rue du Ruisseau 72360 Mayet,72360
72,2021-12-06,2021-12-06,2021-11-24,A,B,1947,156.1,19 Rue des Aitreaux 72800 Le Lude,72800
72,2021-10-21,2021-10-21,2021-10-15,A,B,1978,88.6,12 Rue de Bellevue 72320 Lamnay,72320
72,2022-07-20,2022-07-20,2022-07-20,A,B,2015,96,11 Rue des Noisetiers 72300 Vion,72300
72,2022-06-03,2022-06-03,2022-06-03,A,B,1949,148,2 Impasse des Cléomes 72000 Le Mans,72000
72,2021-10-21,2021-10-14,2021-10-14,A,B,1982,140,4 Allée d’Alsace 72560 Changé,72560
72,2021-11-10,2021-11-10,2021-11-10,A,B,2011,107,17 Rue de la Chesnaye 72110 Saint-Célerin,72110
72,2023-06-19,2023-06-19,2023-06-19,A,B,,106.2,Chemin du Parcaigneau 72350 BrÃ lon,72350
72,2022-09-15,2022-09-15,2022-09-09,A,B,2018,67.4,10 Rue du Chene 72140 Saint-Rémy-de-Sillé,72140
72,2021-12-09,2021-12-09,2021-12-08,A,B,1947,229.7,8 Route de Champfleur 72610 Arçonnay,72610
72,2021-09-17,2021-09-17,2021-09-15,A,B,2013,128.8,2 Rue de la Renaissance 72200 La Flèche,72200
72,2023-03-03,2023-03-03,2023-03-03,A,B,2020,103.8,2 Rue de la Meunerie 72700 Allonnes,72700
72,2021-09-14,2021-09-14,2021-09-13,A,B,1978,142.2,8 Rue dâ€™Argenton 72700 Allonnes,72700
72,2023-01-11,2023-01-11,2022-12-21,A,B,,188.5,1101 Route de Marigne 72220 Saint-Mars-d'Outillé,72220
72,2023-03-08,2023-03-08,2023-03-08,A,B,,181.6,Lieu Dit la Briauderie 72200 Crosmières,72200
72,2021-07-09,2021-07-09,2021-07-09,A,B,,,3 Route du Bur 72210 Fillé,72210
72,2022-02-16,2022-02-16,2022-02-16,A,B,2018,126.5,62bis Route du Plessis 72220 Saint-Gervais-en-Belin,72220
72,2021-12-02,2021-12-02,2021-12-01,A,B,1978,90.2,7 Rue de la Porte 72140 Rouessé-Vassé,72140
72,2023-07-28,2023-07-28,2023-07-26,A,B,,200,Route de l'Outinière 72300 Sablé-sur-Sarthe,72300
72,2023-05-27,2023-05-27,2023-05-26,A,B,,170.6,25 Rue de la Fontaine Marot 72340 Chahaignes,72340
72,2023-03-24,2023-03-24,2023-03-23,A,B,,124.5,21 Rue de la Métairie 72610 Arçonnay,72610
72,2022-06-30,2022-06-30,2022-06-28,A,B,,235,8 Ruelle des Jacobins 72610 Rouessé-Fontaine,72610
72,2023-06-08,2023-06-08,2023-06-07,A,B,,261.4,route de la Garenne 72530 Yvré-l'Évêque,72530
72,2023-06-12,2023-06-12,2023-06-12,A,B,,75.4,Lieu Dit La Petite Ruellerie 72600 Vezot,72600
72,2023-01-10,2023-01-10,2023-01-09,A,B,1949,78.6,1 Rue de l'Hôpital 72350 Brûlon,72350
72,2023-09-06,2023-09-06,2023-09-06,A,B,,92.2,28 rue Ethel et Julius Rosenberg 72700 Allonnes,72700
72,2023-04-05,2023-04-05,2023-04-04,A,B,,79.9,12 Rue des Tanneries 72800 Aubigné-Racan,72800
72,2023-06-15,2023-06-15,2023-06-15,A,B,2018,78,19 Allée des Genêts 72250 Parigné-l'Évêque,72250
72,2023-06-23,2023-06-23,2023-06-22,A,B,,153,3 Lieu Dit La Petite Bussonniere 72130 Douillet,72130
72,2023-04-04,2023-04-04,2023-04-04,A,B,,123.5,1 Impasse Jupiter 72220 Saint-Biez-en-Belin,72220
72,2023-05-10,2023-05-10,2023-05-10,A,B,2015,91.4,17 Allée des Noues Vertes 72210 Roëzé-sur-Sarthe,72210
72,2023-03-29,2023-03-29,2023-03-07,A,B,,121,50 Rue Principale 72430 Avoise,72430
72,2023-02-21,2023-02-21,2023-02-21,A,B,,387.9,5 Route de Mulsanne 72230 Moncé-en-Belin,72230
72,2023-04-20,2023-04-20,2023-04-20,A,B,1974,152.7,Route de Tournebride 72110 Courcemont,72110
72,2023-04-07,2023-04-07,2023-04-03,A,B,2017,85,Porte 5 Rue des Sources 72390 Dollon,72390
72,2022-07-05,2022-07-05,2022-07-05,A,B,,150.8,120 Rue des Victimes du Nazisme 72000 Le Mans,72000
72,2022-11-24,2022-11-24,2022-11-24,A,B,2020,95,Rue des Haies 72800 Aubigné-Racan,72800
72,2023-01-08,2023-01-06,2023-01-06,A,B,2007,179,10 rue Bob Wollek 72000 Le Mans,72000
72,2023-01-09,2023-01-09,2023-01-06,A,B,,59.3,2bis rue Jean Cocteau 72190 Coulaines,72190
72,2023-03-16,2023-03-16,2023-03-16,A,B,2017,100.8,1 Rue des Coquelicots 72460 Saint-Corneille,72460
72,2023-05-22,2023-05-22,2023-05-22,A,B,,182.3,Lieu Dit lâ€ Arpent 72140 Rouez,72140
72,2023-01-17,2023-01-16,2023-01-16,A,B,1949,196.1,route des Robinières 72650 La Milesse,72650
72,2023-06-26,2023-06-26,2023-06-26,A,B,,81,1 rue des Lucioles 72230 Mulsanne,72230
72,2022-03-30,2022-03-30,2022-03-30,A,B,2016,70.9,4 Rue des Trois Chênes 72210 Chemiré-le-Gaudin,72210
72,2023-05-26,2023-05-26,2023-05-26,A,B,2001,115.8,20 Route de la Brazonniere 72440 Volnay,72440
72,2023-02-28,2023-02-28,2023-02-27,A,B,2012,142,63 Rue Paillard Ducléré 72380 Montbizot,72380
72,2022-06-21,2022-06-21,2022-06-21,A,B,2012,130,1 AllÃ e Itala 72470 Saint-Mars-la-BriÃ¨re,72470
72,2023-05-24,2023-05-24,2023-05-24,A,B,2011,155,Chemin de la Vallée 72230 Moncé-en-Belin,72230
72,2023-07-02,2023-07-02,2023-06-29,A,B,2005,231.9,3 allée de Nitray 72100 Le Mans,72100
72,2023-08-11,2023-08-11,2023-08-07,A,B,,104,Lieu Dit la Fredonniere 72500 Chenu,72500
72,2023-04-25,2023-04-25,2022-05-05,A,B,,179,6 Rue du Petit Maleffre 72610 Arçonnay,72610
72,2022-07-25,2022-07-25,2022-07-25,A,B,2017,125,14 Rue du Pre du Bourg 72170 Maresché,72170
72,2023-01-30,2023-01-30,2023-01-27,A,B,2020,83.8,3 rue Vincent Van Gogh 72650 Trangé,72650
72,2022-07-06,2022-07-06,2022-07-06,A,B,,115,Impasse des Coemonts 72150 Pruillé-l'Éguillé,72150
72,2023-07-20,2023-07-20,2023-07-20,A,B,1900,112,5 Rue du 8 Mai 72220 Saint-Mars-d'Outillé,72220
72,2023-02-06,2023-02-06,2023-02-06,A,B,,203.5,Champ de Folie 72320 Saint-Maixent,72320
72,2023-02-22,2023-02-22,2023-02-22,A,B,2012,267.5,356 Chemin de la Gasneraie 72200 La Flèche,72200
72,2023-04-07,2023-04-07,2023-04-03,A,B,2017,85,Porte 5 Rue des Sources 72390 Dollon,72390
72,2023-01-25,2023-01-25,2023-01-25,A,B,2010,203,35bis hameau du verger 72650 La Milesse,72650
72,2023-01-26,2023-01-26,2023-01-26,A,B,,88.5,Lieu Dit le Bois Poulard 72130 Moulins-le-Carbonnel,72130
72,2023-01-06,2023-01-06,2023-01-06,A,B,,207,21 chemin du Verger 72190 Sargé-lès-le-Mans,72190
72,2022-05-18,2022-05-18,2022-05-17,A,B,2021,220,Boulevard de la Petite Vitesse 72100 Le Mans,72100
72,2023-02-21,2023-02-21,2023-02-21,A,B,,177,35 Rue Georges Clémenceau 72510 Requeil,72510
72,2022-06-02,2022-06-02,2022-05-30,A,B,,203,La Basse Carriotiere 72500 Thoiré-sur-Dinan,72500
72,2022-11-25,2022-11-25,2022-11-24,A,B,2007,122,1bis Rue de la Même 72400 Préval,72400
72,2023-08-23,2023-08-23,2023-08-23,A,B,,161.2,5 Rue de Contensor 72610 Thoiré-sous-Contensor,72610
72,2023-02-22,2023-02-22,2023-02-22,A,B,2017,91.5,2 Impasse du Petit Bois 72120 Marolles-lès-Saint-Calais,72120
72,2023-09-01,2023-09-01,2023-08-29,A,B,,89.7,1 rue Desaix 72000 Le Mans,72000
72,2022-01-10,2022-01-10,2022-01-07,A,B,2009,202,42bis Rue Abbé Pierre 72300 Courtillers,72300
72,2023-05-11,2023-05-11,2023-05-11,A,B,2007,103.8,8 Rue de L Abbe Toublet 72300 Auvers-le-Hamon,72300
72,2023-06-05,2023-06-05,2023-06-05,A,B,,140,1 la Croix 72110 Briosne-lès-Sables,72110
72,2022-08-03,2022-08-02,2022-08-02,A,B,2013,155.4,3 Impasse du Pont de Normandie 72560 Changé,72560
72,2023-06-22,2023-06-12,2023-06-12,A,B,1994,144.7,Lieu Dit L Etoile 72120 Saint-Calais,72120
72,2023-02-02,2023-02-02,2023-02-01,A,B,2021,111,1 Rue des Charmes 72400 Cherré-Au,72400
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,55.3,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2022-08-02,2022-08-01,2022-08-01,A,B,1971,162.7,21 rue de Maquère 72650 Aigné,72650
72,2022-09-05,2022-09-05,2022-09-05,A,B,,204.3,5 La Fribaudiere 72270 Ligron,72270
72,2023-09-18,2023-09-18,2023-09-18,A,B,,159.3,5 allée Leprince d'Ardenay 72000 Le Mans,72000
72,2022-10-06,2022-10-06,2022-10-06,A,B,1974,79.5,14 Allée des Bouleaux 72470 Saint-Mars-la-Brière,72470
72,2022-02-28,2022-02-28,2022-02-28,A,B,1947,385.9,Lieu Dit les Hautes Gacheres 72340 Lhomme,72340
72,2022-09-30,2022-09-29,2022-09-29,A,B,2017,114,2 impasse du Sorbier 72700 Pruillé-le-Chétif,72700
72,2023-04-19,2023-04-19,2023-04-19,A,B,,83.5,59e Route de la Croix Georgette 72700 Allonnes,72700
72,2022-10-03,2022-10-03,2022-10-03,A,B,2012,210,14 Rue de la Galicherie 72190 Neuville-sur-Sarthe,72190
72,2022-03-01,2022-03-01,2022-03-01,A,B,2006,69.5,rue Juan les Pins 72190 Coulaines,72190
72,2022-12-15,2022-12-15,2022-12-15,A,B,2007,170,10 Rue des Coquelicots 72250 Brette-les-Pins,72250
72,2023-02-08,2023-02-08,2023-02-06,A,B,2012,126,5 Impasse de la Promenade 72300 La Chapelle-d'Aligné,72300
72,2022-10-14,2022-10-14,2022-10-14,A,B,,131.1,3 Lotissement du Champ Marin 72260 Courgains,72260
72,2022-04-05,2022-04-05,2022-04-05,A,B,2008,146.2,29bis Route de Mulsanne 72230 Ruaudin,72230
72,2023-04-27,2023-04-27,2023-04-27,A,B,1995,123.5,6 Route d'Assé 72130 Gesnes-le-Gandelin,72130
72,2022-11-14,2022-11-14,2022-10-27,A,B,,82.7,11 Place des Acacias 72340 Lhomme,72340
72,2023-03-03,2023-03-03,2023-03-03,A,B,,155.2,Lieu Dit le Parc Aubert 72600 Saint-Rémy-du-Val,72600
72,2022-12-29,2022-12-29,2022-12-29,A,B,1980,160.1,26 Rue de la Chapelle Saint Remy 72450 Lombron,72450
72,2022-10-24,2022-10-21,2022-10-21,A,B,2008,305,Chemin de la Sirouanne 72380 Sainte-Sabine-sur-Longève,72380
72,2022-05-20,2022-05-20,2022-05-12,A,B,,172.4,7 Rue Carnot 72430 Noyen-sur-Sarthe,72430
72,2023-09-17,2023-09-11,2023-09-11,A,B,2007,181.2,110 route des Fontaines 72700 Rouillon,72700
72,2023-04-07,2023-04-07,2023-04-03,A,B,2017,85,Porte 5 Rue des Sources 72390 Dollon,72390
72,2023-02-22,2023-02-21,2023-02-21,A,B,1948,231.6,10 Rue de la Gare 72190 Neuville-sur-Sarthe,72190
72,2023-03-14,2023-03-14,2023-03-13,A,B,,86.7,Rue de l'Arthenuere 72200 Crosmières,72200
72,2022-01-24,2022-01-24,2022-01-20,A,B,1989,50.2,18 Avenue Guy Bouriat 72530 Yvré-l'Évêque,72530
72,2022-06-15,2022-06-15,2022-06-15,A,B,,101,59d Route de la Croix Georgette 72700 Allonnes,72700
72,2023-05-12,2023-05-12,2023-05-12,A,B,2010,171,24 Rue des Charmes 72400 La Ferté-Bernard,72400
72,2022-12-23,2022-12-23,2022-12-23,A,B,2009,116.2,9 Rue Graham Bell 72350 Brûlon,72350
72,2022-10-10,2022-10-10,2022-10-10,A,B,2022,129.6,4 cour de l'étoile 72700 Rouillon,72700
72,2022-11-23,2022-11-23,2022-11-23,A,B,1949,72.4,2 place de l'Eperon 72000 Le Mans,72000
72,2023-07-12,2023-07-12,2023-07-12,A,B,2009,177.6,24 Chemin des Landes 72330 Cérans-Foulletourte,72330
72,2022-11-29,2022-11-29,2022-11-29,A,B,2020,140,19 avenue de la Liberté 72100 Le Mans,72100
72,2023-03-14,2023-03-14,2023-03-13,A,B,2017,131.2,6 Allée des Genêts 72250 Parigné-l'Évêque,72250
72,2022-11-14,2022-11-14,2022-10-27,A,B,,82.7,10 Place des Acacias 72340 Lhomme,72340
72,2022-01-25,2022-01-25,2022-01-19,A,B,1948,61,14 Rue du Levant 72190 Sargé-lès-le-Mans,72190
72,2022-12-22,2022-12-22,2022-12-21,A,B,,188.5,1101 Route de Marigne 72220 Saint-Mars-d'Outillé,72220
72,2022-12-21,2022-12-21,2022-12-21,A,B,2010,111,30 Rue de la Metairie 72400 Avezé,72400
72,2022-11-18,2022-11-18,2022-11-16,A,B,,68.7,3 Route de Sillé-le-guillaume 72350 Brûlon,72350
72,2022-06-20,2022-06-20,2022-06-20,A,B,2001,163,Lieu Dit la Foret 72500 Lavernat,72500
72,2022-04-01,2022-04-01,2022-04-01,A,B,2011,87.3,8 Rue de la Gaillardière 72200 La Flèche,72200
72,2023-06-12,2023-06-12,2023-05-31,A,B,,67,42 impasse de la Bodonnerie 72230 Mulsanne,72230
72,2022-12-29,2022-12-29,2022-12-29,A,B,2019,88.2,1 Impasse des Cèdres 72240 Domfront-en-Champagne,72240
72,2022-12-02,2022-12-02,2022-12-01,A,B,2006,193,15 rue des Amandiers 72190 Sargé-lès-le-Mans,72190
72,2022-04-07,2022-04-07,2022-04-07,A,B,1980,78.4,5 La Brunetière 72310 Loir en Vallée,72310
72,2023-08-09,2023-08-09,2023-07-26,A,B,2014,91,Rue de la Motte Feodale 72220 Marigné-Laillé,72220
72,2022-01-11,2022-01-11,2022-01-11,A,B,2015,186.6,4 Route de la Rainiere 72300 Louailles,72300
72,2022-07-18,2022-07-18,2022-07-18,A,B,1948,245,4 Chemin de Rose 72110 Torcé-en-Vallée,72110
72,2022-10-20,2022-10-20,2022-10-19,A,B,,91.6,18 Rue Basse 72450 Montfort-le-Gesnois,72450
72,2022-10-12,2022-10-12,2022-10-12,A,B,2014,79.8,5 Rue des Erables 72150 Le Grand-Lucé,72150
72,2022-10-25,2022-10-25,2022-10-25,A,B,2007,162.2,Lieu Dit La Petite Noe 72120 Marolles-lès-Saint-Calais,72120
72,2023-04-11,2023-04-11,2023-04-11,A,B,,220.5,11 Route de Francourt 72110 Torcé-en-Vallée,72110
72,2022-02-11,2022-02-11,2022-02-11,A,B,1947,182.1,Lieu Dit les Dagueries 72440 Tresson,72440
72,2022-04-08,2022-04-08,2022-04-08,A,B,2007,171.3,3 Rue de la Charmille 72500 Jupilles,72500
72,2023-08-25,2023-08-25,2023-08-25,A,B,2014,84.9,27 allée du Manoir 72000 Le Mans,72000
72,2022-01-07,2022-01-07,2021-12-31,A,B,1947,151,4 Place du Puits Dodo 72610 Fyé,72610
72,2023-09-01,2023-09-01,2023-08-30,A,B,,97,Lieu Dit la Croix Davois 72340 Chahaignes,72340
72,2022-12-28,2022-12-28,2022-12-27,A,B,,102,46 Rue des Ifs 72240 Domfront-en-Champagne,72240
72,2022-06-14,2022-06-13,2022-06-13,A,B,1979,138.1,989 Route de la Vallee 72470 Saint-Mars-la-Brière,72470
72,2023-03-20,2023-03-20,2023-03-17,A,B,,136,6 Rue de la Merceraie 72200 Crosmières,72200
72,2023-03-13,2023-03-13,2023-03-13,A,B,,117.2,10 Rue du Gué 72130 Saint-Ouen-de-Mimbré,72130
72,2023-05-26,2023-05-26,2023-05-24,A,B,,107.4,8 Rue des Ceps 72300 Précigné,72300
72,2022-05-26,2022-05-26,2022-05-25,A,B,2010,136.3,3 Rue Edouard Volet 72160 Duneau,72160
72,2022-02-28,2022-02-28,2022-02-28,A,B,2006,171.3,Lieu Dit les Brosses 72230 Guécélard,72230
72,2023-04-06,2023-04-06,2023-04-06,A,B,,160,8bis Rue de la Gare 72160 Beillé,72160
